Country,Region,Year,log_gni_cap_1000usd_2011ppp,hdi,perc_emp_women_agric,perc_emp_men_agric,avg_yrs_school_female
Sierra Leone,Kambia,2010,7.127,0.382,63.4,76.9,0.651
Sierra Leone,Kenema,2010,7.191,0.41,58.4,53.6,1.848
Sierra Leone,Koinadugu,2010,6.955,0.332,81.4,77.6,0.519
Sierra Leone,Kono,2010,7.046,0.402,55.8,47.6,1.342
Sierra Leone,Moyamba,2010,6.939,0.375,79,78.3,1.547
Sierra Leone,Port Loko,2010,7.095,0.4,50.9,65.3,1.436
Sierra Leone,Pujehun,2010,7.042,0.346,64.4,68,1.075
Sierra Leone,Tonkolili,2010,7.008,0.37,67.1,67.3,1
Sierra Leone,Western Rural,2010,7.625,0.472,8.3,24.1,4.41
Sierra Leone,Western Urban,2010,8.137,0.583,1.57,6.5,8.449
Uganda,Central 1 (Central South),2010,7.642,0.516,53.2,59.7,6.464
Uganda,Central 2 (Central North),2010,7.565,0.523,63.2,60.5,6.15
Uganda,East Central (Busoga),2010,7.459,0.504,72.8,62.2,5.273
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2010,7.318,0.501,83.6,68.1,4.504
Uganda,Kampala,2010,8.402,0.639,21.8,27,11.49
Uganda,"North (Karamoja, Lango, Acholi)",2010,7.219,0.449,68.1,72.5,3.123
Uganda,"Southwest (Ankole, Kigezi)",2010,7.466,0.478,85,66.8,4.082
Uganda,West Nile,2010,7.274,0.463,48.2,64.6,3.437
Uganda,"Western (Bunyoro, Tooro)",2010,7.482,0.489,81.4,70.2,4.655
Uganda,Central,2010,7.869666667,0.559333333,46.06666667,49.06666667,8.034666667
Uganda,Northern,2010,7.2465,0.456,58.15,68.55,3.28
Uganda,Eastern,2010,7.3885,0.5025,78.2,65.15,4.8885
Uganda,Western,2010,7.474,0.4835,83.2,68.5,4.3685
Nigeria,Abia,2011,8.83,0.567,25.3,17.8,7.041
Nigeria,Abuja FCT,2011,9.243,0.635,14.2,22.4,8.694
Nigeria,Adamawa,2011,8.201,0.464,36.1,45.1,3.238
Nigeria,Akwa Ibom,2011,8.678,0.577,14.1,19.2,6.689
Nigeria,Anambra,2011,9.077,0.604,15.2,17.2,7.677
Nigeria,Bauchi,2011,7.859,0.352,3.66,54.4,1.44
Nigeria,Bayelsa,2011,8.494,0.562,36.1,30.7,6.238
Nigeria,Benue,2011,8.022,0.498,74.6,66.7,3.57
Nigeria,Borno,2011,8.141,0.381,36.1,50.4,1.576
Nigeria,Cross River,2011,8.263,0.55,50.5,45.9,5.649
Nigeria,Delta,2011,8.737,0.587,27.3,23.6,6.691
Nigeria,Ebonyi,2011,8.143,0.494,43.2,44.9,3.814
Nigeria,Edo,2011,8.913,0.607,23.3,28.1,7.006
Nigeria,Ekiti,2011,8.75,0.595,9.29,26.5,7.233
Nigeria,Enugu,2011,8.483,0.539,28.4,27.3,5.061
Nigeria,Gombe,2011,8.109,0.409,15.7,58.1,2.266
Nigeria,Imo,2011,8.802,0.563,15.9,10.7,6.842
Nigeria,Jigawa,2011,7.906,0.336,2.46,49.3,0.868
Nigeria,Kaduna,2011,8.582,0.523,14.6,46.8,4.455
Nigeria,Kano,2011,8.324,0.433,0.72,25.5,1.774
Nigeria,Katsina,2011,8.092,0.347,5.99,51.5,0.818
Nigeria,Kebbi,2011,7.996,0.353,16,63,0.945
Nigeria,Kogi,2011,8.521,0.572,21,39.1,4.686
Nigeria,Kwara,2011,8.727,0.583,17.5,34,5.116
Nigeria,Lagos,2011,9.3,0.634,1.17,3.51,9.024
Nigeria,Nasarawa,2011,8.395,0.513,58.1,53.8,3.419
Nigeria,Niger,2011,8.388,0.459,11.3,58.1,1.93
Nigeria,Ogun,2011,8.48,0.547,18.9,27.4,5.109
Nigeria,Ondo,2011,8.592,0.574,22.5,41.7,6.549
Nigeria,Osun,2011,8.712,0.619,5.11,25.1,6.546
Nigeria,Oyo,2011,8.64,0.565,13.2,29.2,5.7
Nigeria,Plateau,2011,8.189,0.512,45.7,50.3,4.293
Nigeria,Rivers,2011,8.752,0.588,25.9,25,8.081
Nigeria,Sokoto,2011,7.979,0.333,0.4,34.7,0.635
Nigeria,Taraba,2011,7.937,0.446,43.9,57.9,2.767
Nigeria,Yobe,2011,7.855,0.31,17.1,57.3,0.894
Nigeria,Zamfora,2011,7.862,0.333,2.06,42.5,0.725
Sierra Leone,Bo,2011,7.241,0.433,47.3,43.5,2.384
Sierra Leone,Bombali,2011,7.183,0.457,58.5,56.2,1.913
Sierra Leone,Bonthe,2011,7.023,0.4,52.4,70.1,1.824
Sierra Leone,Kailahun,2011,6.974,0.406,72,69.9,1.554
Sierra Leone,Kambia,2011,7.136,0.388,62.7,77,0.725
Sierra Leone,Kenema,2011,7.211,0.413,55.4,52,2.025
Sierra Leone,Koinadugu,2011,6.953,0.341,79.5,75.9,0.556
Sierra Leone,Kono,2011,7.061,0.406,53.2,46.3,1.36
Sierra Leone,Moyamba,2011,6.953,0.38,77.9,77.5,1.519
Sierra Leone,Port Loko,2011,7.109,0.404,48.3,63.9,1.519
Sierra Leone,Pujehun,2011,7.072,0.357,61.1,61.2,1.17
Sierra Leone,Tonkolili,2011,7.046,0.383,63,63,1.166
Sierra Leone,Western Rural,2011,7.628,0.484,8.14,22.5,4.647
Sierra Leone,Western Urban,2011,8.162,0.587,2.07,7.09,8.509
Uganda,Central 1 (Central South),2011,7.704,0.519,52.4,63.6,5.691
Uganda,Central 2 (Central North),2011,7.624,0.527,62.3,62.7,5.432
Uganda,East Central (Busoga),2011,7.507,0.505,70.1,63.8,4.665
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2011,7.365,0.503,81.9,70.2,3.995
Uganda,Kampala,2011,8.478,0.637,26.4,32.4,10.04
Uganda,"North (Karamoja, Lango, Acholi)",2011,7.263,0.453,63,71.9,2.786
Uganda,"Southwest (Ankole, Kigezi)",2011,7.514,0.482,85.2,68.1,3.574
Uganda,West Nile,2011,7.312,0.464,44,65.1,3.034
Uganda,"Western (Bunyoro, Tooro)",2011,7.55,0.494,79.9,70.7,4.265
Uganda,Central,2011,7.935333333,0.561,47.03333333,52.9,7.054333333
Uganda,Northern,2011,7.2875,0.4585,53.5,68.5,2.91
Uganda,Eastern,2011,7.436,0.504,76,67,4.33
Uganda,Western,2011,7.532,0.488,82.55,69.4,3.9195
Nigeria,Abia,2012,8.802,0.573,26.5,20.2,7.394
Nigeria,Abuja FCT,2012,9.259,0.649,13.3,22.7,9.272
Nigeria,Adamawa,2012,8.288,0.48,33.1,42.1,3.635
Nigeria,Akwa Ibom,2012,8.715,0.591,16.1,20.8,6.983
Nigeria,Anambra,2012,9.123,0.622,15.1,18.3,8.28
Nigeria,Bauchi,2012,7.889,0.363,3.54,55.1,1.613
Nigeria,Bayelsa,2012,8.577,0.584,33.7,32.5,6.778
Nigeria,Benue,2012,8.053,0.509,71.6,65.8,3.865
Nigeria,Borno,2012,8.209,0.408,27.9,49.1,1.844
Nigeria,Cross River,2012,8.325,0.557,47.2,45.2,5.883
Nigeria,Delta,2012,8.754,0.599,25.6,24,7.154
Nigeria,Ebonyi,2012,8.157,0.501,40.7,44,4.142
Nigeria,Edo,2012,8.924,0.618,22,27.4,7.39
Nigeria,Ekiti,2012,8.841,0.606,7.84,23,7.808
Nigeria,Enugu,2012,8.532,0.55,27.9,26.5,5.5
Nigeria,Gombe,2012,8.174,0.412,11.6,57.2,2.356
Nigeria,Imo,2012,8.815,0.573,14.9,10.3,7.324
Nigeria,Jigawa,2012,7.955,0.344,2.49,46.6,0.905
Nigeria,Kaduna,2012,8.604,0.537,9.91,42.8,4.881
Nigeria,Kano,2012,8.345,0.443,0.78,25.2,1.83
Nigeria,Katsina,2012,8.117,0.354,4.44,48.1,0.961
Nigeria,Kebbi,2012,8.001,0.355,12.1,61,0.96
Nigeria,Kogi,2012,8.542,0.581,20.1,37.5,5.03
Nigeria,Kwara,2012,8.845,0.606,11.3,27.4,5.616
Nigeria,Lagos,2012,9.279,0.638,1.04,3.19,9.429
Nigeria,Nasarawa,2012,8.442,0.521,54.9,52.4,3.656
Nigeria,Niger,2012,8.399,0.476,9.89,56.4,2.008
Nigeria,Ogun,2012,8.512,0.558,16,24.8,5.477
Nigeria,Ondo,2012,8.651,0.58,21.2,41.6,7.177
Nigeria,Osun,2012,8.778,0.629,5.72,24.2,7.146
Nigeria,Oyo,2012,8.675,0.574,12.5,29.5,6.175
Nigeria,Plateau,2012,8.259,0.518,41.2,47.6,4.627
Nigeria,Rivers,2012,8.781,0.602,25.6,25.6,8.717
Nigeria,Sokoto,2012,8.018,0.339,0.36,31.2,0.673
Nigeria,Taraba,2012,7.962,0.454,40.2,54.6,2.989
Nigeria,Yobe,2012,7.883,0.304,14.9,56.4,0.958
Nigeria,Zamfora,2012,7.882,0.339,1.86,40,0.749
Sierra Leone,Bo,2012,7.412,0.45,44.1,41.9,2.537
Sierra Leone,Bombali,2012,7.359,0.474,61.4,59.7,2.059
Sierra Leone,Bonthe,2012,7.176,0.419,52.9,71.8,1.933
Sierra Leone,Kailahun,2012,7.126,0.418,70,68.6,1.692
Sierra Leone,Kambia,2012,7.294,0.4,62,77,0.8
Sierra Leone,Kenema,2012,7.383,0.423,52.4,50.3,2.203
Sierra Leone,Koinadugu,2012,7.096,0.358,77.6,74.2,0.594
Sierra Leone,Kono,2012,7.225,0.417,50.5,45.1,1.378
Sierra Leone,Moyamba,2012,7.114,0.391,76.9,76.6,1.49
Sierra Leone,Port Loko,2012,7.272,0.415,45.7,62.4,1.603
Sierra Leone,Pujehun,2012,7.252,0.376,57.7,54.4,1.265
Sierra Leone,Tonkolili,2012,7.234,0.403,58.8,58.6,1.336
Sierra Leone,Western Rural,2012,7.791,0.504,7.98,20.9,4.885
Sierra Leone,Western Urban,2012,8.358,0.6,2.58,7.68,8.562
Uganda,Central 1 (Central South),2012,7.768,0.525,47.2,55.4,5.218
Uganda,Central 2 (Central North),2012,7.64,0.523,60.3,57.6,4.768
Uganda,East Central (Busoga),2012,7.517,0.503,66.1,57.8,4.073
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2012,7.371,0.502,78,64.4,3.561
Uganda,Kampala,2012,8.485,0.627,21.6,26.4,8.557
Uganda,"North (Karamoja, Lango, Acholi)",2012,7.258,0.452,61.6,66.7,2.486
Uganda,"Southwest (Ankole, Kigezi)",2012,7.508,0.484,78.9,61.1,3.264
Uganda,West Nile,2012,7.3,0.463,46.8,61,2.723
Uganda,"Western (Bunyoro, Tooro)",2012,7.533,0.489,73.4,64.5,3.688
Uganda,Central,2012,7.964333333,0.558333333,43.03333333,46.46666667,6.181
Uganda,Northern,2012,7.279,0.4575,54.2,63.85,2.6045
Uganda,Eastern,2012,7.444,0.5025,72.05,61.1,3.817
Uganda,Western,2012,7.5205,0.4865,76.15,62.8,3.476
Nigeria,Abia,2013,8.796,0.581,27.6,22.6,7.747
Nigeria,Abuja FCT,2013,9.297,0.664,12.4,22.9,9.862
Nigeria,Adamawa,2013,8.395,0.498,30,39.1,4.049
Nigeria,Akwa Ibom,2013,8.774,0.607,18.1,22.3,7.276
Nigeria,Anambra,2013,9.193,0.641,15.1,19.4,8.9
Nigeria,Bauchi,2013,7.939,0.375,3.42,55.8,1.794
Nigeria,Bayelsa,2013,8.682,0.607,31.2,34.2,7.336
Nigeria,Benue,2013,8.104,0.522,68.5,64.8,4.169
Nigeria,Borno,2013,8.297,0.436,19.7,47.8,2.125
Nigeria,Cross River,2013,8.409,0.564,43.9,44.4,6.114
Nigeria,Delta,2013,8.792,0.612,23.8,24.5,7.627
Nigeria,Ebonyi,2013,8.192,0.508,38.1,43.2,4.48
Nigeria,Edo,2013,8.958,0.63,20.7,26.8,7.777
Nigeria,Ekiti,2013,8.954,0.619,6.39,19.5,8.399
Nigeria,Enugu,2013,8.601,0.562,27.4,25.6,5.953
Nigeria,Gombe,2013,8.259,0.416,7.48,56.3,2.445
Nigeria,Imo,2013,8.85,0.585,13.9,9.95,7.817
Nigeria,Jigawa,2013,8.024,0.352,2.52,43.9,0.942
Nigeria,Kaduna,2013,8.646,0.552,5.24,38.8,5.322
Nigeria,Kano,2013,8.388,0.455,0.84,24.8,1.884
Nigeria,Katsina,2013,8.163,0.362,2.9,44.6,1.112
Nigeria,Kebbi,2013,8.026,0.359,8.14,58.9,0.972
Nigeria,Kogi,2013,8.584,0.592,19.2,35.9,5.382
Nigeria,Kwara,2013,8.985,0.631,5.04,20.8,6.134
Nigeria,Lagos,2013,9.282,0.643,0.91,2.86,9.832
Nigeria,Nasarawa,2013,8.51,0.531,51.6,51,3.899
Nigeria,Niger,2013,8.432,0.494,8.43,54.6,2.085
Nigeria,Ogun,2013,8.565,0.571,13.1,22.3,5.853
Nigeria,Ondo,2013,8.732,0.587,20,41.4,7.827
Nigeria,Osun,2013,8.866,0.641,6.32,23.3,7.767
Nigeria,Oyo,2013,8.732,0.584,11.8,29.8,6.665
Nigeria,Plateau,2013,8.349,0.526,36.7,45,4.971
Nigeria,Rivers,2013,8.833,0.618,25.3,26.3,9.371
Nigeria,Sokoto,2013,8.077,0.346,0.32,27.7,0.712
Nigeria,Taraba,2013,8.008,0.462,36.4,51.2,3.217
Nigeria,Yobe,2013,7.931,0.296,12.7,55.4,1.022
Nigeria,Zamfora,2013,7.921,0.346,1.67,37.4,0.772
Sierra Leone,Bo,2013,7.546,0.464,41,40.4,2.692
Sierra Leone,Bombali,2013,7.499,0.489,64.2,63.2,2.205
Sierra Leone,Bonthe,2013,7.294,0.437,53.5,73.4,2.043
Sierra Leone,Kailahun,2013,7.243,0.427,68,67.3,1.832
Sierra Leone,Kambia,2013,7.416,0.411,61.3,77.1,0.876
Sierra Leone,Kenema,2013,7.518,0.432,49.5,48.7,2.383
Sierra Leone,Koinadugu,2013,7.203,0.372,75.7,72.5,0.632
Sierra Leone,Kono,2013,7.353,0.427,47.9,43.9,1.394
Sierra Leone,Moyamba,2013,7.238,0.401,75.8,75.8,1.459
Sierra Leone,Port Loko,2013,7.399,0.424,43.1,60.9,1.686
Sierra Leone,Pujehun,2013,7.396,0.392,54.4,47.6,1.362
Sierra Leone,Tonkolili,2013,7.386,0.422,54.6,54.3,1.508
Sierra Leone,Western Rural,2013,7.914,0.522,7.82,19.4,5.124
Sierra Leone,Western Urban,2013,8.513,0.61,3.09,8.27,8.61
Uganda,Central 1 (Central South),2013,7.834,0.539,41.9,47.1,5.62
Uganda,Central 2 (Central North),2013,7.659,0.525,58.4,52.6,4.939
Uganda,East Central (Busoga),2013,7.529,0.508,62.1,51.8,4.197
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2013,7.379,0.507,74.2,58.6,3.741
Uganda,Kampala,2013,8.494,0.628,16.7,20.4,8.612
Uganda,"North (Karamoja, Lango, Acholi)",2013,7.255,0.457,60.3,61.6,2.614
Uganda,"Southwest (Ankole, Kigezi)",2013,7.503,0.491,72.6,54,3.503
Uganda,West Nile,2013,7.291,0.467,49.6,56.9,2.877
Uganda,"Western (Bunyoro, Tooro)",2013,7.519,0.49,67,58.3,3.765
Uganda,Central,2013,7.995666667,0.564,39,40.03333333,6.390333333
Uganda,Northern,2013,7.273,0.462,54.95,59.25,2.7455
Uganda,Eastern,2013,7.454,0.5075,68.15,55.2,3.969
Uganda,Western,2013,7.511,0.4905,69.8,56.15,3.634
Nigeria,Abia,2014,8.903,0.594,22.1,21.2,7.917
Nigeria,Abuja FCT,2014,9.309,0.66,9.89,25.3,9.377
Nigeria,Adamawa,2014,8.422,0.497,24,45.4,4.083
Nigeria,Akwa Ibom,2014,8.827,0.607,14.5,20.1,7.329
Nigeria,Anambra,2014,9.22,0.646,12,19.1,8.738
Nigeria,Bauchi,2014,8.007,0.386,2.73,55.7,1.843
Nigeria,Bayelsa,2014,8.691,0.617,24.9,36.7,7.424
Nigeria,Benue,2014,8.218,0.539,54.8,64.4,4.462
Nigeria,Borno,2014,8.367,0.453,15.7,49.3,2.451
Nigeria,Cross River,2014,8.465,0.575,35.1,44.7,6.392
Nigeria,Delta,2014,8.862,0.622,19.1,26.9,7.737
Nigeria,Ebonyi,2014,8.249,0.521,30.5,42.9,4.639
Nigeria,Edo,2014,8.977,0.63,16.6,27.1,7.615
Nigeria,Ekiti,2014,8.924,0.618,5.11,22.4,8.276
Nigeria,Enugu,2014,8.672,0.578,21.9,25.2,6.163
Nigeria,Gombe,2014,8.29,0.415,5.99,56,2.449
Nigeria,Imo,2014,8.938,0.598,11.1,10.1,8.002
Nigeria,Jigawa,2014,8.054,0.365,2.02,43.6,1.127
Nigeria,Kaduna,2014,8.682,0.545,4.19,39.4,5.141
Nigeria,Kano,2014,8.425,0.461,0.68,26.1,2.159
Nigeria,Katsina,2014,8.218,0.382,2.32,43.1,1.344
Nigeria,Kebbi,2014,8.073,0.355,6.51,60.7,0.953
Nigeria,Kogi,2014,8.613,0.586,15.4,37.3,5.442
Nigeria,Kwara,2014,8.959,0.619,4.03,25.2,5.881
Nigeria,Lagos,2014,9.303,0.651,0.73,2.71,9.908
Nigeria,Nasarawa,2014,8.596,0.541,41.3,49.3,4.195
Nigeria,Niger,2014,8.486,0.493,6.74,56.2,2.214
Nigeria,Ogun,2014,8.685,0.592,10.4,22.5,6.257
Nigeria,Ondo,2014,8.754,0.592,16,41.8,7.716
Nigeria,Osun,2014,8.848,0.636,5.06,24.8,7.684
Nigeria,Oyo,2014,8.783,0.594,9.41,26.8,6.816
Nigeria,Plateau,2014,8.403,0.534,29.4,46.5,5.113
Nigeria,Rivers,2014,8.908,0.624,20.3,24,9.415
Nigeria,Sokoto,2014,8.098,0.344,0.26,32.8,0.712
Nigeria,Taraba,2014,8.07,0.471,29.1,50.9,3.386
Nigeria,Yobe,2014,7.951,0.312,10.2,56,1.042
Nigeria,Zamfora,2014,7.991,0.36,1.34,39.4,0.941
Sierra Leone,Bo,2014,7.541,0.477,44,42.5,2.84
Sierra Leone,Bombali,2014,7.509,0.481,63.3,62.8,2.271
Sierra Leone,Bonthe,2014,7.283,0.433,56.7,73.5,2.056
Sierra Leone,Kailahun,2014,7.241,0.426,69.7,68.4,1.877
Sierra Leone,Kambia,2014,7.382,0.418,60.5,75.3,0.944
Sierra Leone,Kenema,2014,7.525,0.439,52.9,50.7,2.464
Sierra Leone,Koinadugu,2014,7.207,0.379,75.5,72.5,0.717
Sierra Leone,Kono,2014,7.348,0.429,50.6,45.4,1.52
Sierra Leone,Moyamba,2014,7.221,0.404,76.2,76.1,1.457
Sierra Leone,Port Loko,2014,7.409,0.429,45.1,60.7,1.885
Sierra Leone,Pujehun,2014,7.346,0.393,58.8,52,1.494
Sierra Leone,Tonkolili,2014,7.31,0.417,56.4,56.7,1.39
Sierra Leone,Western Rural,2014,7.895,0.513,7.91,19.2,5.018
Sierra Leone,Western Urban,2014,8.511,0.599,2.71,7.37,8.23
Uganda,Central 1 (Central South),2014,7.912,0.551,36.7,38.9,6.024
Uganda,Central 2 (Central North),2014,7.69,0.527,56.4,47.5,5.11
Uganda,East Central (Busoga),2014,7.554,0.512,58.1,45.8,4.321
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2014,7.399,0.511,70.3,52.8,3.921
Uganda,Kampala,2014,8.517,0.628,11.8,14.4,8.665
Uganda,"North (Karamoja, Lango, Acholi)",2014,7.264,0.461,59,56.4,2.742
Uganda,"Southwest (Ankole, Kigezi)",2014,7.511,0.498,66.3,47,3.743
Uganda,West Nile,2014,7.293,0.471,52.4,52.8,3.032
Uganda,"Western (Bunyoro, Tooro)",2014,7.517,0.49,60.5,52.1,3.841
Uganda,Central,2014,8.039666667,0.568666667,34.96666667,33.6,6.599666667
Uganda,Northern,2014,7.2785,0.466,55.7,54.6,2.887
Uganda,Eastern,2014,7.4765,0.5115,64.2,49.3,4.121
Uganda,Western,2014,7.514,0.494,63.4,49.55,3.792
Nigeria,Abia,2015,8.964,0.604,16.5,19.8,8.088
Nigeria,Abuja FCT,2015,9.274,0.654,7.42,27.8,8.915
Nigeria,Adamawa,2015,8.407,0.494,18,51.6,4.119
Nigeria,Akwa Ibom,2015,8.836,0.605,10.9,18,7.386
Nigeria,Anambra,2015,9.202,0.648,9.03,18.9,8.588
Nigeria,Bauchi,2015,8.034,0.395,2.05,55.7,1.892
Nigeria,Bayelsa,2015,8.656,0.623,18.7,39.2,7.514
Nigeria,Benue,2015,8.291,0.554,41.1,64.1,4.749
Nigeria,Borno,2015,8.395,0.467,11.8,50.8,2.769
Nigeria,Cross River,2015,8.479,0.582,26.3,45,6.667
Nigeria,Delta,2015,8.887,0.63,14.3,29.4,7.851
Nigeria,Ebonyi,2015,8.265,0.532,22.9,42.5,4.798
Nigeria,Edo,2015,8.95,0.627,12.4,27.4,7.464
Nigeria,Ekiti,2015,8.848,0.615,3.83,25.2,8.164
Nigeria,Enugu,2015,8.699,0.591,16.4,24.8,6.371
Nigeria,Gombe,2015,8.279,0.412,4.49,55.7,2.454
Nigeria,Imo,2015,8.981,0.608,8.34,10.2,8.187
Nigeria,Jigawa,2015,8.043,0.376,1.51,43.4,1.307
Nigeria,Kaduna,2015,8.673,0.535,3.15,40.1,4.969
Nigeria,Kano,2015,8.419,0.465,0.51,27.5,2.427
Nigeria,Katsina,2015,8.233,0.399,1.74,41.5,1.569
Nigeria,Kebbi,2015,8.08,0.349,4.88,62.5,0.935
Nigeria,Kogi,2015,8.599,0.577,11.5,38.7,5.506
Nigeria,Kwara,2015,8.888,0.606,3.02,29.6,5.64
Nigeria,Lagos,2015,9.276,0.656,0.55,2.55,9.99
Nigeria,Nasarawa,2015,8.639,0.548,31,47.7,4.487
Nigeria,Niger,2015,8.497,0.49,5.06,57.8,2.341
Nigeria,Ogun,2015,8.763,0.609,7.83,22.7,6.655
Nigeria,Ondo,2015,8.733,0.595,12,42.3,7.614
Nigeria,Osun,2015,8.785,0.628,3.79,26.4,7.61
Nigeria,Oyo,2015,8.79,0.601,7.06,23.8,6.968
Nigeria,Plateau,2015,8.415,0.54,22,48.1,5.255
Nigeria,Rivers,2015,8.939,0.627,15.2,21.7,9.465
Nigeria,Sokoto,2015,8.08,0.342,0.19,38,0.714
Nigeria,Taraba,2015,8.091,0.477,21.9,50.5,3.553
Nigeria,Yobe,2015,7.931,0.326,7.64,56.6,1.062
Nigeria,Zamfora,2015,8.02,0.373,1,41.3,1.107
Sierra Leone,Bo,2015,7.285,0.477,46.9,44.7,2.981
Sierra Leone,Bombali,2015,7.268,0.462,62.4,62.5,2.339
Sierra Leone,Bonthe,2015,7.031,0.419,60,73.5,2.077
Sierra Leone,Kailahun,2015,6.998,0.414,71.5,69.5,1.925
Sierra Leone,Kambia,2015,7.103,0.414,59.7,73.6,1.007
Sierra Leone,Kenema,2015,7.281,0.435,56.3,52.7,2.546
Sierra Leone,Koinadugu,2015,6.971,0.374,75.2,72.6,0.794
Sierra Leone,Kono,2015,7.099,0.42,53.2,47,1.635
Sierra Leone,Moyamba,2015,6.964,0.396,76.6,76.4,1.463
Sierra Leone,Port Loko,2015,7.172,0.424,47,60.4,2.063
Sierra Leone,Pujehun,2015,7.054,0.384,63.1,56.4,1.615
Sierra Leone,Tonkolili,2015,6.993,0.402,58.2,59,1.297
Sierra Leone,Western Rural,2015,7.614,0.495,8.01,19,4.954
Sierra Leone,Western Urban,2015,8.225,0.579,2.33,6.46,7.949
Uganda,Central 1 (Central South),2015,7.997,0.564,31.4,30.7,6.429
Uganda,Central 2 (Central North),2015,7.726,0.53,54.5,42.5,5.281
Uganda,East Central (Busoga),2015,7.583,0.517,54.1,39.9,4.445
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2015,7.425,0.515,66.5,47.1,4.101
Uganda,Kampala,2015,8.547,0.628,6.92,8.35,8.716
Uganda,"North (Karamoja, Lango, Acholi)",2015,7.278,0.465,57.6,51.2,2.871
Uganda,"Southwest (Ankole, Kigezi)",2015,7.525,0.504,60,39.9,3.984
Uganda,West Nile,2015,7.301,0.475,55.2,48.7,3.188
Uganda,"Western (Bunyoro, Tooro)",2015,7.52,0.491,54.1,45.8,3.917
Uganda,Central,2015,8.09,0.574,30.94,27.18333333,6.808666667
Uganda,Northern,2015,7.2895,0.47,56.4,49.95,3.0295
Uganda,Eastern,2015,7.504,0.516,60.3,43.5,4.273
Uganda,Western,2015,7.5225,0.4975,57.05,42.85,3.9505
Nigeria,Abia,2016,8.978,0.615,11,18.4,8.464
Nigeria,Abuja FCT,2016,9.19,0.649,4.94,30.2,8.68
Nigeria,Adamawa,2016,8.347,0.49,12,57.9,4.26
Nigeria,Akwa Ibom,2016,8.797,0.604,7.25,15.8,7.631
Nigeria,Anambra,2016,9.134,0.65,6.02,18.6,8.657
Nigeria,Bauchi,2016,8.019,0.403,1.37,55.6,1.989
Nigeria,Bayelsa,2016,8.575,0.631,12.5,41.7,7.796
Nigeria,Benue,2016,8.319,0.568,27.4,63.7,5.156
Nigeria,Borno,2016,8.378,0.481,7.87,52.4,3.157
Nigeria,Cross River,2016,8.448,0.591,17.5,45.3,7.11
Nigeria,Delta,2016,8.865,0.638,9.54,31.8,8.164
Nigeria,Ebonyi,2016,8.237,0.543,15.2,42.2,5.077
Nigeria,Edo,2016,8.876,0.625,8.28,27.7,7.503
Nigeria,Ekiti,2016,8.725,0.613,2.55,28,8.26
Nigeria,Enugu,2016,8.68,0.605,10.9,24.3,6.74
Nigeria,Gombe,2016,8.224,0.409,2.99,55.4,2.522
