Country,Region,Year,log_gni_cap_1000usd_2011ppp,hdi,perc_emp_women_agric,perc_emp_men_agric,avg_yrs_school_female
Nigeria,Imo,2016,8.976,0.619,5.56,10.3,8.58
Nigeria,Jigawa,2016,7.99,0.386,1.01,43.1,1.519
Nigeria,Kaduna,2016,8.619,0.526,2.1,40.7,4.924
Nigeria,Kano,2016,8.369,0.469,0.34,28.8,2.756
Nigeria,Katsina,2016,8.203,0.415,1.16,39.9,1.834
Nigeria,Kebbi,2016,8.044,0.343,3.26,64.3,0.942
Nigeria,Kogi,2016,8.539,0.569,7.69,40.2,5.708
Nigeria,Kwara,2016,8.771,0.592,2.02,33.9,5.543
Nigeria,Lagos,2016,9.201,0.662,0.36,2.4,10.33
Nigeria,Nasarawa,2016,8.636,0.555,20.6,46.1,4.891
Nigeria,Niger,2016,8.464,0.486,3.37,59.4,2.528
Nigeria,Ogun,2016,8.793,0.628,5.22,22.9,7.22
Nigeria,Ondo,2016,8.665,0.598,7.99,42.7,7.706
Nigeria,Osun,2016,8.676,0.622,2.53,28,7.729
Nigeria,Oyo,2016,8.75,0.609,4.71,20.8,7.297
Nigeria,Plateau,2016,8.381,0.546,14.7,49.6,5.529
Nigeria,Rivers,2016,8.922,0.632,10.1,19.5,9.756
Nigeria,Sokoto,2016,8.018,0.339,0.13,43.2,0.733
Nigeria,Taraba,2016,8.069,0.483,14.6,50.2,3.81
Nigeria,Yobe,2016,7.869,0.338,5.1,57.2,1.109
Nigeria,Zamfora,2016,8.007,0.386,0.67,43.2,1.299
Sierra Leone,Bo,2016,7.209,0.489,49.9,46.9,3.142
Sierra Leone,Bombali,2016,7.207,0.455,61.4,62.1,2.428
Sierra Leone,Bonthe,2016,6.953,0.416,63.2,73.5,2.122
Sierra Leone,Kailahun,2016,6.928,0.413,73.2,70.6,1.992
Sierra Leone,Kambia,2016,7.001,0.419,58.9,71.8,1.076
Sierra Leone,Kenema,2016,7.217,0.442,59.8,54.7,2.65
Sierra Leone,Koinadugu,2016,6.907,0.38,75,72.6,0.87
Sierra Leone,Kono,2016,7.026,0.422,55.9,48.5,1.757
Sierra Leone,Moyamba,2016,6.881,0.398,77.1,76.6,1.486
Sierra Leone,Port Loko,2016,7.112,0.429,49,60.2,2.246
Sierra Leone,Pujehun,2016,6.939,0.385,67.5,60.7,1.741
Sierra Leone,Tonkolili,2016,6.853,0.398,60,61.4,1.232
Sierra Leone,Western Rural,2016,7.522,0.489,8.11,18.9,4.961
Sierra Leone,Western Urban,2016,8.143,0.574,1.95,5.55,7.803
Uganda,Central 1 (Central South),2016,8.073,0.575,26.2,22.4,6.742
Uganda,Central 2 (Central North),2016,7.755,0.531,52.5,37.4,5.377
Uganda,East Central (Busoga),2016,7.605,0.52,50.1,33.9,4.507
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2016,7.442,0.518,62.6,41.3,4.223
Uganda,Kampala,2016,8.567,0.626,2.03,2.33,8.648
Uganda,"North (Karamoja, Lango, Acholi)",2016,7.285,0.467,56.3,46.1,2.959
Uganda,"Southwest (Ankole, Kigezi)",2016,7.53,0.51,53.7,32.8,4.168
Uganda,West Nile,2016,7.3,0.477,58,44.6,3.298
Uganda,"Western (Bunyoro, Tooro)",2016,7.514,0.49,47.6,39.6,3.939
Uganda,Central,2016,8.131666667,0.577333333,26.91,20.71,6.922333333
Uganda,Northern,2016,7.2925,0.472,57.15,45.35,3.1285
Uganda,Eastern,2016,7.5235,0.519,56.35,37.6,4.365
Uganda,Western,2016,7.522,0.5,50.65,36.2,4.0535
Nigeria,Abia,2017,9.004,0.627,5.51,16.9,8.84
Nigeria,Abuja FCT,2017,9.119,0.645,2.47,32.6,8.433
Nigeria,Adamawa,2017,8.298,0.486,6.01,64.2,4.399
Nigeria,Akwa Ibom,2017,8.771,0.604,3.62,13.6,7.873
Nigeria,Anambra,2017,9.08,0.654,3.01,18.4,8.719
Nigeria,Bauchi,2017,8.015,0.413,0.68,55.5,2.086
Nigeria,Bayelsa,2017,8.506,0.639,6.23,44.2,8.075
Nigeria,Benue,2017,8.358,0.584,13.7,63.3,5.566
Nigeria,Borno,2017,8.373,0.495,3.93,53.9,3.549
Nigeria,Cross River,2017,8.429,0.6,8.77,45.5,7.555
Nigeria,Delta,2017,8.854,0.648,4.77,34.2,8.474
Nigeria,Ebonyi,2017,8.22,0.554,7.62,41.8,5.358
Nigeria,Edo,2017,8.814,0.624,4.14,28.1,7.535
Nigeria,Ekiti,2017,8.616,0.611,1.28,30.8,8.349
Nigeria,Enugu,2017,8.673,0.62,5.47,23.9,7.111
Nigeria,Gombe,2017,8.181,0.407,1.5,55.2,2.589
Nigeria,Imo,2017,8.983,0.631,2.78,10.4,8.973
Nigeria,Jigawa,2017,7.948,0.397,0.5,42.9,1.735
Nigeria,Kaduna,2017,8.577,0.517,1.05,41.4,4.873
Nigeria,Kano,2017,8.331,0.474,0.17,30.2,3.089
Nigeria,Katsina,2017,8.185,0.432,0.58,38.4,2.102
Nigeria,Kebbi,2017,8.019,0.338,1.63,66.1,0.947
Nigeria,Kogi,2017,8.492,0.561,3.84,41.6,5.91
Nigeria,Kwara,2017,8.666,0.58,1.01,38.3,5.439
Nigeria,Lagos,2017,9.139,0.669,0.18,2.24,10.66
Nigeria,Nasarawa,2017,8.644,0.563,10.3,44.5,5.298
Nigeria,Niger,2017,8.442,0.484,1.69,61,2.716
Nigeria,Ogun,2017,8.835,0.647,2.61,23.2,7.789
Nigeria,Ondo,2017,8.61,0.602,3.99,43.2,7.791
Nigeria,Osun,2017,8.58,0.616,1.26,29.5,7.843
Nigeria,Oyo,2017,8.723,0.618,2.35,17.8,7.625
Nigeria,Plateau,2017,8.36,0.553,7.34,51.2,5.804
Nigeria,Rivers,2017,8.918,0.638,5.07,17.2,10.04
Nigeria,Sokoto,2017,7.968,0.336,0.06,48.4,0.752
Nigeria,Taraba,2017,8.059,0.49,7.29,49.8,4.067
Nigeria,Yobe,2017,7.818,0.35,2.55,57.8,1.155
Nigeria,Zamfora,2017,8.005,0.4,0.33,45.2,1.495
Sierra Leone,Bo,2017,7.305,0.506,52.9,49.1,3.3
Sierra Leone,Bombali,2017,7.317,0.455,60.5,61.7,2.518
Sierra Leone,Bonthe,2017,7.04,0.42,66.5,73.5,2.171
Sierra Leone,Kailahun,2017,7.023,0.418,75,71.7,2.059
Sierra Leone,Kambia,2017,7.066,0.431,58.2,70.1,1.141
Sierra Leone,Kenema,2017,7.325,0.454,63.2,56.7,2.754
Sierra Leone,Koinadugu,2017,7.008,0.391,74.7,72.7,0.943
Sierra Leone,Kono,2017,7.119,0.43,58.5,50.1,1.873
Sierra Leone,Moyamba,2017,6.96,0.407,77.5,76.9,1.514
Sierra Leone,Port Loko,2017,7.221,0.44,50.9,60,2.419
Sierra Leone,Pujehun,2017,6.988,0.391,71.9,65.1,1.861
Sierra Leone,Tonkolili,2017,6.876,0.4,61.8,63.8,1.179
Sierra Leone,Western Rural,2017,7.609,0.489,8.21,18.7,4.987
Sierra Leone,Western Urban,2017,8.254,0.574,1.57,4.65,7.704
Uganda,Central 1 (Central South),2017,8.06,0.576,20.9,14.9,6.874
Uganda,Central 2 (Central North),2017,7.742,0.531,50.6,32.4,5.482
Uganda,East Central (Busoga),2017,7.592,0.52,46,27.9,4.595
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2017,7.429,0.519,58.7,35.5,4.306
Uganda,Kampala,2017,8.552,0.628,1.36,1.56,8.817
Uganda,"North (Karamoja, Lango, Acholi)",2017,7.273,0.468,54.9,40.9,3.017
Uganda,"Southwest (Ankole, Kigezi)",2017,7.517,0.51,47.4,25.8,4.25
Uganda,West Nile,2017,7.288,0.478,60.8,40.5,3.362
Uganda,"Western (Bunyoro, Tooro)",2017,7.502,0.491,41.2,33.4,4.016
Uganda,Central,2017,8.118,0.578333333,24.28666667,16.28666667,7.057666667
Uganda,Northern,2017,7.2805,0.473,57.85,40.7,3.1895
Uganda,Eastern,2017,7.5105,0.5195,52.35,31.7,4.4505
Uganda,Western,2017,7.5095,0.5005,44.3,29.6,4.133
Nigeria,Abia,2018,9.035,0.64,0,15.5,9.214
Nigeria,Abuja FCT,2018,9.054,0.641,0,35,8.173
Nigeria,Adamawa,2018,8.255,0.481,0,70.4,4.537
Nigeria,Akwa Ibom,2018,8.75,0.603,0,11.4,8.113
Nigeria,Anambra,2018,9.031,0.658,0,18.1,8.774
Nigeria,Bauchi,2018,8.015,0.422,0,55.5,2.183
Nigeria,Bayelsa,2018,8.443,0.646,0,46.7,8.353
Nigeria,Benue,2018,8.402,0.6,0,62.9,5.979
Nigeria,Borno,2018,8.372,0.509,0,55.4,3.946
Nigeria,Cross River,2018,8.414,0.609,0,45.8,8.002
Nigeria,Delta,2018,8.849,0.657,0,36.7,8.784
Nigeria,Ebonyi,2018,8.208,0.565,0,41.5,5.639
Nigeria,Edo,2018,8.758,0.623,0,28.4,7.562
Nigeria,Ekiti,2018,8.512,0.61,0,33.7,8.433
Nigeria,Enugu,2018,8.671,0.635,0,23.5,7.482
Nigeria,Gombe,2018,8.142,0.405,0,54.9,2.654
Nigeria,Imo,2018,8.995,0.643,0,10.6,9.365
Nigeria,Jigawa,2018,7.911,0.407,0,42.6,1.953
Nigeria,Kaduna,2018,8.539,0.507,0,42,4.817
Nigeria,Kano,2018,8.297,0.478,0,31.5,3.425
Nigeria,Katsina,2018,8.171,0.448,0,36.8,2.374
Nigeria,Kebbi,2018,7.999,0.332,0,68,0.951
Nigeria,Kogi,2018,8.449,0.553,0,43,6.109
Nigeria,Kwara,2018,8.566,0.567,0,42.7,5.328
Nigeria,Lagos,2018,9.082,0.676,0,2.09,10.99
Nigeria,Nasarawa,2018,8.657,0.571,0,42.9,5.709
Nigeria,Niger,2018,8.424,0.481,0,62.6,2.905
Nigeria,Ogun,2018,8.882,0.666,0,23.4,8.363
Nigeria,Ondo,2018,8.559,0.606,0,43.6,7.872
Nigeria,Osun,2018,8.489,0.61,0,31.1,7.952
Nigeria,Oyo,2018,8.7,0.627,0,14.8,7.952
Nigeria,Plateau,2018,8.343,0.56,0,52.8,6.079
Nigeria,Rivers,2018,8.918,0.643,0,14.9,10.33
Nigeria,Sokoto,2018,7.922,0.334,0,53.6,0.771
Nigeria,Taraba,2018,8.052,0.498,0,49.5,4.327
Nigeria,Yobe,2018,7.772,0.361,0,58.4,1.202
Nigeria,Zamfora,2018,8.007,0.413,0,47.1,1.693
Sierra Leone,Bo,2018,7.251,0.485,55.9,51.3,3.351
Sierra Leone,Bombali,2018,7.251,0.465,59.6,61.3,2.633
Sierra Leone,Bonthe,2018,7.027,0.435,69.7,73.6,2.302
Sierra Leone,Kailahun,2018,6.985,0.435,76.7,72.8,2.149
Sierra Leone,Kambia,2018,7.131,0.436,57.4,68.4,1.425
Sierra Leone,Kenema,2018,7.254,0.451,66.6,58.7,2.811
Sierra Leone,Koinadugu,2018,7.023,0.41,74.5,72.7,1.221
Sierra Leone,Kono,2018,7.098,0.443,61.2,51.6,2.092
Sierra Leone,Moyamba,2018,6.936,0.418,77.9,77.1,2.041
Sierra Leone,Port Loko,2018,7.172,0.434,52.9,59.7,2.429
Sierra Leone,Pujehun,2018,6.957,0.404,76.3,69.5,1.863
Sierra Leone,Tonkolili,2018,6.918,0.42,63.6,66.2,1.577
Sierra Leone,Western Rural,2018,7.616,0.504,8.3,18.5,5.552
Sierra Leone,Western Urban,2018,8.201,0.591,1.2,3.74,8.076
Uganda,Central 1 (Central South),2018,8.08,0.579,15.6,7.48,7.005
Uganda,Central 2 (Central North),2018,7.761,0.534,48.6,27.3,5.587
Uganda,East Central (Busoga),2018,7.611,0.523,42,21.9,4.683
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2018,7.448,0.521,54.9,29.7,4.388
Uganda,Kampala,2018,8.573,0.632,0.68,0.78,8.985
Uganda,"North (Karamoja, Lango, Acholi)",2018,7.29,0.47,53.6,35.8,3.074
Uganda,"Southwest (Ankole, Kigezi)",2018,7.535,0.513,41.1,18.7,4.331
Uganda,West Nile,2018,7.306,0.48,63.6,36.4,3.427
Uganda,"Western (Bunyoro, Tooro)",2018,7.52,0.493,34.7,27.2,4.093
Uganda,Central,2018,8.138,0.581666667,21.62666667,11.85333333,7.192333333
Uganda,Northern,2018,7.298,0.475,58.6,36.1,3.2505
Uganda,Eastern,2018,7.5295,0.522,48.45,25.8,4.5355
Uganda,Western,2018,7.5275,0.503,37.9,22.95,4.212
Nigeria,Abia,2019,9.044,0.648,0,14.1,9.582
Nigeria,Abuja FCT,2019,9.063,0.649,0,37.5,8.499
Nigeria,Adamawa,2019,8.263,0.487,0,76.7,4.718
Nigeria,Akwa Ibom,2019,8.759,0.611,0,9.25,8.436
Nigeria,Anambra,2019,9.04,0.666,0,17.9,9.124
Nigeria,Bauchi,2019,8.023,0.427,0,55.4,2.27
Nigeria,Bayelsa,2019,8.451,0.654,0,49.2,8.686
Nigeria,Benue,2019,8.41,0.607,0,62.6,6.218
Nigeria,Borno,2019,8.381,0.515,0,56.9,4.104
Nigeria,Cross River,2019,8.423,0.617,0,46.1,8.322
Nigeria,Delta,2019,8.858,0.665,0,39.1,9.134
Nigeria,Ebonyi,2019,8.216,0.572,0,41.1,5.864
Nigeria,Edo,2019,8.767,0.63,0,28.7,7.863
Nigeria,Ekiti,2019,8.52,0.617,0,36.5,8.77
Nigeria,Enugu,2019,8.679,0.643,0,23,7.78
Nigeria,Gombe,2019,8.15,0.41,0,54.6,2.76
Nigeria,Imo,2019,9.004,0.651,0,10.7,9.738
Nigeria,Jigawa,2019,7.919,0.412,0,42.3,2.031
Nigeria,Kaduna,2019,8.548,0.513,0,42.7,5.01
Nigeria,Kano,2019,8.306,0.484,0,32.9,3.562
Nigeria,Katsina,2019,8.179,0.453,0,35.3,2.468
Nigeria,Kebbi,2019,8.007,0.337,0,69.8,0.989
Nigeria,Kogi,2019,8.457,0.56,0,44.5,6.353
Nigeria,Kwara,2019,8.575,0.574,0,47.1,5.541
Nigeria,Lagos,2019,9.091,0.685,0,1.93,11.43
Nigeria,Nasarawa,2019,8.666,0.579,0,41.3,5.937
Nigeria,Niger,2019,8.433,0.487,0,64.3,3.02
Nigeria,Ogun,2019,8.89,0.674,0,23.6,8.697
Nigeria,Ondo,2019,8.568,0.613,0,44,8.186
Nigeria,Osun,2019,8.497,0.618,0,32.7,8.27
Nigeria,Oyo,2019,8.709,0.635,0,11.8,8.27
Nigeria,Plateau,2019,8.352,0.567,0,54.3,6.322
Nigeria,Rivers,2019,8.927,0.651,0,12.6,10.74
Nigeria,Sokoto,2019,7.93,0.338,0,58.7,0.802
Nigeria,Taraba,2019,8.06,0.504,0,49.1,4.499
Nigeria,Yobe,2019,7.78,0.366,0,59,1.25
Nigeria,Zamfora,2019,8.015,0.418,0,49.1,1.76
Sierra Leone,Bo,2019,7.334,0.467,58.8,53.4,3.399
Sierra Leone,Bombali,2019,7.323,0.48,58.6,61,2.748
Sierra Leone,Bonthe,2019,7.148,0.454,73,73.6,2.435
Sierra Leone,Kailahun,2019,7.08,0.457,78.5,74,2.24
Sierra Leone,Kambia,2019,7.333,0.441,56.6,66.6,1.719
Sierra Leone,Kenema,2019,7.322,0.452,70,60.7,2.865
Sierra Leone,Koinadugu,2019,7.172,0.435,74.2,72.7,1.511
Sierra Leone,Kono,2019,7.211,0.461,63.8,53.2,2.318
Sierra Leone,Moyamba,2019,7.043,0.433,78.3,77.4,2.592
Sierra Leone,Port Loko,2019,7.259,0.431,54.8,59.5,2.435
Sierra Leone,Pujehun,2019,7.058,0.423,80.7,73.8,1.862
Sierra Leone,Tonkolili,2019,7.092,0.445,65.4,68.6,1.993
Sierra Leone,Western Rural,2019,7.768,0.524,8.4,18.4,6.134
Sierra Leone,Western Urban,2019,8.303,0.612,0.82,2.83,8.452
Uganda,Central 1 (Central South),2019,8.11,0.582,10.4,0.01,7.137
Uganda,Central 2 (Central North),2019,7.79,0.537,46.7,22.2,5.692
Uganda,East Central (Busoga),2019,7.64,0.525,38,16,4.771
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2019,7.476,0.524,51,23.9,4.47
Uganda,Kampala,2019,8.606,0.634,0.01,0.01,9.154
Uganda,"North (Karamoja, Lango, Acholi)",2019,7.318,0.472,52.3,30.6,3.132
Uganda,"Southwest (Ankole, Kigezi)",2019,7.564,0.515,34.8,11.6,4.412
Uganda,West Nile,2019,7.334,0.482,66.4,32.2,3.491
Uganda,"Western (Bunyoro, Tooro)",2019,7.549,0.495,28.2,21,4.17
Uganda,Central,2019,8.168666667,0.584333333,19.03666667,7.406666667,7.327666667
Uganda,Northern,2019,7.326,0.477,59.35,31.4,3.3115
Uganda,Eastern,2019,7.558,0.5245,44.5,19.95,4.6205
Uganda,Western,2019,7.5565,0.505,31.5,16.3,4.291
Nigeria,Abia,2020,8.993,0.645,0.01,12.7,9.582
Nigeria,Abuja FCT,2020,9.012,0.646,0.01,39.9,8.499
Nigeria,Adamawa,2020,8.217,0.485,0.01,83,4.718
Nigeria,Akwa Ibom,2020,8.71,0.608,0.01,7.07,8.436
Nigeria,Anambra,2020,8.989,0.663,0.01,17.6,9.124
Nigeria,Bauchi,2020,7.978,0.425,0.01,55.3,2.27
Nigeria,Bayelsa,2020,8.404,0.651,0.01,51.7,8.686
Nigeria,Benue,2020,8.363,0.604,0.01,62.2,6.218
Nigeria,Borno,2020,8.334,0.513,0.01,58.5,4.104
Nigeria,Cross River,2020,8.376,0.614,0.01,46.3,8.322
Nigeria,Delta,2020,8.808,0.663,0.01,41.5,9.134
Nigeria,Ebonyi,2020,8.17,0.569,0.01,40.8,5.864
Nigeria,Edo,2020,8.717,0.628,0.01,29.1,7.863
Nigeria,Ekiti,2020,8.472,0.615,0.01,39.3,8.77
Nigeria,Enugu,2020,8.631,0.64,0.01,22.6,7.78
Nigeria,Gombe,2020,8.105,0.408,0.01,54.3,2.76
Nigeria,Imo,2020,8.954,0.648,0.01,10.8,9.738
Nigeria,Jigawa,2020,7.874,0.41,0.01,42.1,2.031
Nigeria,Kaduna,2020,8.5,0.511,0.01,43.3,5.01
Nigeria,Kano,2020,8.259,0.482,0.01,34.2,3.562
Nigeria,Katsina,2020,8.134,0.451,0.01,33.7,2.468
Nigeria,Kebbi,2020,7.962,0.335,0.01,71.6,0.989
Nigeria,Kogi,2020,8.41,0.557,0.01,45.9,6.353
Nigeria,Kwara,2020,8.527,0.571,0.01,51.5,5.541
Nigeria,Lagos,2020,9.04,0.682,0.01,1.78,11.43
Nigeria,Nasarawa,2020,8.618,0.576,0.01,39.6,5.937
Nigeria,Niger,2020,8.385,0.485,0.01,65.9,3.02
Nigeria,Ogun,2020,8.841,0.671,0.01,23.8,8.697
Nigeria,Ondo,2020,8.52,0.611,0.01,44.5,8.186
Nigeria,Osun,2020,8.449,0.615,0.01,34.3,8.27
Nigeria,Oyo,2020,8.66,0.632,0.01,8.8,8.27
Nigeria,Plateau,2020,8.305,0.565,0.01,55.9,6.322
Nigeria,Rivers,2020,8.877,0.649,0.01,10.4,10.74
Nigeria,Sokoto,2020,7.885,0.336,0.01,63.9,0.802
Nigeria,Taraba,2020,8.015,0.502,0.01,48.8,4.499
Nigeria,Yobe,2020,7.736,0.364,0.01,59.6,1.25
Nigeria,Zamfora,2020,7.97,0.416,0.01,51,1.76
Sierra Leone,Bo,2020,7.286,0.462,61.8,55.6,3.399
Sierra Leone,Bombali,2020,7.275,0.475,57.7,60.6,2.748
Sierra Leone,Bonthe,2020,7.101,0.449,76.2,73.6,2.435
Sierra Leone,Kailahun,2020,7.033,0.453,80.2,75.1,2.24
Sierra Leone,Kambia,2020,7.284,0.437,55.8,64.9,1.719
Sierra Leone,Kenema,2020,7.274,0.448,73.5,62.8,2.865
Sierra Leone,Koinadugu,2020,7.125,0.431,74,72.8,1.511
Sierra Leone,Kono,2020,7.164,0.456,66.5,54.7,2.318
Sierra Leone,Moyamba,2020,6.997,0.428,78.7,77.6,2.592
Sierra Leone,Port Loko,2020,7.211,0.427,56.8,59.2,2.435
Sierra Leone,Pujehun,2020,7.011,0.418,85,78.2,1.862
Sierra Leone,Tonkolili,2020,7.046,0.44,67.3,71,1.993
Sierra Leone,Western Rural,2020,7.717,0.519,8.5,18.2,6.134
Sierra Leone,Western Urban,2020,8.248,0.607,0.55,1.93,8.452
Uganda,Central 1 (Central South),2020,8.117,0.581,,,7.137
Uganda,Central 2 (Central North),2020,7.796,0.536,,,5.692
Uganda,East Central (Busoga),2020,7.646,0.525,,,4.771
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2020,7.482,0.523,,,4.47
Uganda,Kampala,2020,8.613,0.634,,,9.154
Uganda,"North (Karamoja, Lango, Acholi)",2020,7.324,0.472,,,3.132
Uganda,"Southwest (Ankole, Kigezi)",2020,7.57,0.515,,,4.412
Uganda,West Nile,2020,7.339,0.482,,,3.491
Uganda,"Western (Bunyoro, Tooro)",2020,7.555,0.495,,,4.17
Uganda,Central,2020,8.175333333,0.583666667,,,7.327666667
Uganda,Northern,2020,7.3315,0.477,,,3.3115
Uganda,Eastern,2020,7.564,0.524,,,4.6205
Uganda,Western,2020,7.5625,0.505,,,4.291
Nigeria,Abia,2021,9.004,0.644,0.01,11.3,9.582
Nigeria,Abuja FCT,2021,9.023,0.646,0.01,42.3,8.499
Nigeria,Adamawa,2021,8.227,0.485,0.01,89.2,4.718
Nigeria,Akwa Ibom,2021,8.721,0.608,0.01,4.89,8.436
Nigeria,Anambra,2021,9,0.662,0.01,17.3,9.124
Nigeria,Bauchi,2021,7.988,0.425,0.01,55.2,2.27
Nigeria,Bayelsa,2021,8.414,0.651,0.01,54.1,8.686
Nigeria,Benue,2021,8.373,0.604,0.01,61.8,6.218
Nigeria,Borno,2021,8.344,0.512,0.01,60,4.104
Nigeria,Cross River,2021,8.386,0.613,0.01,46.6,8.322
Nigeria,Delta,2021,8.82,0.662,0.01,44,9.134
Nigeria,Ebonyi,2021,8.18,0.569,0.01,40.5,5.864
Nigeria,Edo,2021,8.728,0.627,0.01,29.4,7.863
Nigeria,Ekiti,2021,8.483,0.614,0.01,42.1,8.77
Nigeria,Enugu,2021,8.642,0.64,0.01,22.1,7.78
Nigeria,Gombe,2021,8.115,0.408,0.01,54,2.76
Nigeria,Imo,2021,8.965,0.647,0.01,10.9,9.738
Nigeria,Jigawa,2021,7.884,0.409,0.01,41.8,2.031
Nigeria,Kaduna,2021,8.511,0.511,0.01,44,5.01
Nigeria,Kano,2021,8.269,0.481,0.01,35.6,3.562
Nigeria,Katsina,2021,8.144,0.451,0.01,32.2,2.468
Nigeria,Kebbi,2021,7.972,0.335,0.01,73.4,0.989
Nigeria,Kogi,2021,8.421,0.557,0.01,47.3,6.353
Nigeria,Kwara,2021,8.537,0.571,0.01,55.8,5.541
Nigeria,Lagos,2021,9.051,0.681,0.01,1.62,11.43
Nigeria,Nasarawa,2021,8.628,0.575,0.01,38,5.937
Nigeria,Niger,2021,8.396,0.484,0.01,67.5,3.02
Nigeria,Ogun,2021,8.852,0.671,0.01,24,8.697
Nigeria,Ondo,2021,8.53,0.61,0.01,44.9,8.186
Nigeria,Osun,2021,8.46,0.614,0.01,35.8,8.27
Nigeria,Oyo,2021,8.671,0.632,0.01,5.8,8.27
Nigeria,Plateau,2021,8.315,0.564,0.01,57.4,6.322
Nigeria,Rivers,2021,8.888,0.648,0.01,8.09,10.74
Nigeria,Sokoto,2021,7.895,0.336,0.01,69.1,0.802
Nigeria,Taraba,2021,8.025,0.501,0.01,48.4,4.499
Nigeria,Yobe,2021,7.746,0.363,0.01,60.2,1.25
Nigeria,Zamfora,2021,7.98,0.416,0.01,53,1.76
Sierra Leone,Bo,2021,7.297,0.464,64.8,57.8,3.399
Sierra Leone,Bombali,2021,7.285,0.477,56.8,60.2,2.748
Sierra Leone,Bonthe,2021,7.111,0.451,79.4,73.6,2.435
Sierra Leone,Kailahun,2021,7.043,0.454,82,76.2,2.24
Sierra Leone,Kambia,2021,7.295,0.438,55.1,63.1,1.719
Sierra Leone,Kenema,2021,7.284,0.45,76.9,64.8,2.865
Sierra Leone,Koinadugu,2021,7.135,0.432,73.7,72.8,1.511
Sierra Leone,Kono,2021,7.174,0.458,69.1,56.3,2.318
Sierra Leone,Moyamba,2021,7.007,0.43,79.1,77.9,2.592
Sierra Leone,Port Loko,2021,7.221,0.429,58.7,59,2.435
Sierra Leone,Pujehun,2021,7.022,0.42,89.4,82.6,1.862
Sierra Leone,Tonkolili,2021,7.056,0.442,69.1,73.4,1.993
Sierra Leone,Western Rural,2021,7.728,0.52,8.6,18,6.134
Sierra Leone,Western Urban,2021,8.26,0.609,0.28,1.02,8.452
Uganda,Central 1 (Central South),2021,8.138,0.582,,,7.137
Uganda,Central 2 (Central North),2021,7.817,0.537,,,5.692
Uganda,East Central (Busoga),2021,7.666,0.526,,,4.771
Uganda,"Eastern (Bukedi, Bugishu, Teso)",2021,7.502,0.524,,,4.47
Uganda,Kampala,2021,8.636,0.635,,,9.154
Uganda,"North (Karamoja, Lango, Acholi)",2021,7.343,0.473,,,3.132
Uganda,"Southwest (Ankole, Kigezi)",2021,7.59,0.515,,,4.412
Uganda,West Nile,2021,7.359,0.483,,,3.491
Uganda,"Western (Bunyoro, Tooro)",2021,7.575,0.496,,,4.17
Uganda,Central,2021,8.197,0.584666667,#DIV/0!,#DIV/0!,7.327666667
Uganda,Northern,2021,7.351,0.478,#DIV/0!,#DIV/0!,3.3115
Uganda,Eastern,2021,7.584,0.525,#DIV/0!,#DIV/0!,4.6205
Uganda,Western,2021,7.5825,0.5055,#DIV/0!,#DIV/0!,4.291